"","EDUC","CLASS","WRKSTAT","MARITAL","AGE","CHILDS","SEX","RELTRAD","ATTEND","RELPERSN","RELACTIV","SOCREL","SOCOMMUN","SOCFREND","SOCBAR","INTRNETUSE","INTPRFSSNL","UNPLUG","INTHOME","INTPUB","INTSKILL","INTSURF","INTLITERACY","INTAPPS","INTCOMM","INTSHARE","INTSEARCH","INTGAME","INTSTREAM","INTFNCL","INTMEET","INTLNLY","INTVIEWS","INTRUST","TRPPL","RACECEN1.mod"
"533",14,2,1,1,40,6,1,1,7,1,4,3,7,7,7,2,3,3,1,2,1,1,1,1,1,3,2,4,2,2,3,5,5,2,5,1
"534",16,2,1,1,45,3,1,3,7,2,8,4,6,5,5,1,2,5,1,1,2,2,2,2,2,2,2,5,5,2,3,3,6,0,7,2
"535",8,1,1,3,58,4,2,7,0,4,1,2,7,5,7,1,1,2,1,5,1,1,1,1,3,4,1,5,3,1,5,4,6,0,3,1
"536",11,2,1,5,24,1,2,7,0,4,1,1,7,2,7,1,3,2,1,2,1,1,1,3,1,3,2,3,1,1,4,4,6,0,0,1
"537",10,3,5,1,62,2,2,4,0,2,1,4,7,5,7,2,5,2,1,5,3,2,3,3,2,3,2,4,4,3,5,3,6,4,2,1
"538",14,2,2,1,22,0,2,1,2,3,3,1,7,7,7,1,2,6,1,3,1,2,2,2,1,4,1,5,1,1,5,1,6,3,1,2
"539",18,3,1,1,39,3,1,7,2,4,3,5,5,5,4,2,1,3,1,2,1,1,1,1,1,1,1,5,3,3,3,4,6,0,7,1
"540",15,1,1,1,44,1,2,7,0,4,3,7,6,4,4,4,1,2,2,5,2,2,2,3,3,2,3,5,5,2,5,5,6,7,6,1
"541",16,2,1,1,57,2,2,1,6,2,4,2,7,3,6,2,1,6,1,1,1,1,1,1,1,3,2,2,2,2,5,5,6,1,9,1
"542",17,3,5,2,68,2,2,2,6,3,4,3,4,5,6,2,5,6,1,3,2,2,2,3,1,4,2,2,4,3,4,4,6,5,6,1
"543",15,3,1,5,28,1,1,1,5,2,6,2,5,5,4,1,1,3,1,1,1,1,1,3,2,1,1,4,2,1,3,2,6,7,8,1
"544",20,3,1,3,68,0,1,7,0,4,1,7,7,7,6,1,3,5,1,5,1,1,2,2,1,5,2,4,1,2,3,4,6,1,1,1
"545",16,3,1,5,54,0,2,4,1,2,1,2,4,2,7,1,2,6,1,3,1,1,1,2,1,1,1,5,3,1,3,1,2,3,5,1
"546",12,2,5,2,77,2,2,1,7,2,8,3,5,4,6,3,5,1,1,5,3,3,1,3,2,4,2,2,1,1,5,4,6,0,8,1
"547",14,3,1,1,25,0,1,1,2,3,3,6,5,5,7,1,2,5,1,3,1,1,1,1,1,2,1,1,1,3,3,2,6,5,4,1
"548",12,3,1,5,19,0,1,7,1,4,1,3,5,1,7,1,2,5,1,2,1,1,1,2,1,1,2,3,2,4,3,2,6,3,5,1
"549",13,2,5,1,83,2,1,1,7,4,1,7,2,2,7,2,5,6,3,5,1,1,1,2,4,5,1,5,2,5,5,4,6,10,8,1
"550",18,3,5,1,75,3,1,2,8,1,7,3,7,5,7,2,5,3,1,5,1,1,1,2,1,3,1,5,1,1,5,5,6,1,4,1
"551",13,1,5,3,68,3,2,2,8,2,3,2,6,5,7,2,5,1,1,5,2,2,4,5,4,2,2,5,1,2,2,4,2,2,2,1
"552",14,3,7,1,60,5,2,1,3,2,8,2,7,2,7,2,4,2,2,3,2,2,2,3,2,3,2,2,3,3,5,4,2,4,0,1
"553",17,1,1,1,45,3,1,6,6,2,2,1,7,4,7,1,1,5,1,2,1,1,1,1,1,3,1,4,1,1,2,3,6,0,5,2
"554",13,3,2,5,70,0,1,7,1,4,1,5,7,6,6,2,5,6,2,4,3,2,2,3,2,3,2,5,2,2,3,3,6,4,5,1
"555",18,3,1,1,64,2,1,6,4,4,1,2,3,5,4,1,5,5,1,3,2,2,2,2,2,3,3,5,2,3,2,2,5,5,4,1
"556",16,3,1,1,59,2,2,2,6,2,7,5,6,5,6,2,2,6,2,3,2,2,2,3,2,3,2,3,4,3,3,4,5,4,7,1
"557",13,2,3,1,25,2,2,6,0,4,1,2,5,6,7,2,2,2,2,2,1,1,1,1,1,2,1,4,1,1,3,3,4,10,0,1
"558",18,3,1,5,27,0,2,7,1,4,1,3,3,3,4,1,1,4,1,1,1,1,1,1,1,1,1,5,1,1,5,1,6,1,5,5
"559",16,3,1,5,24,0,2,7,0,4,1,6,7,4,7,2,2,4,2,3,1,1,2,2,3,3,2,5,2,3,3,2,5,3,6,4
"560",14,2,2,5,64,3,2,3,3,2,1,6,7,6,7,2,2,6,2,4,3,3,3,3,4,4,2,3,3,3,4,3,6,4,4,2
"561",18,3,6,5,23,0,1,6,4,3,3,5,1,3,4,1,1,1,1,2,2,2,2,2,2,3,2,4,2,2,3,4,6,3,3,4
"562",16,2,2,5,22,0,2,2,2,3,3,4,2,4,4,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,4,3,4,6,7,1
"563",17,3,3,3,37,0,1,7,0,4,1,4,6,3,5,2,4,3,2,3,1,1,1,1,1,4,2,3,2,2,3,4,6,2,2,1
"564",16,2,1,5,26,0,2,3,7,2,4,2,3,3,3,1,1,5,1,3,1,1,1,2,1,1,1,2,1,1,4,1,5,0,0,2
"565",20,3,1,5,36,0,2,4,2,3,3,6,2,3,3,1,3,5,2,1,1,1,1,1,2,2,1,5,2,1,5,4,4,5,7,1
"566",16,3,6,5,24,0,2,7,1,4,7,6,3,5,3,1,1,6,1,1,1,1,1,1,1,4,1,2,1,1,3,3,6,1,4,4
"567",15,2,2,5,28,0,1,7,0,4,1,6,4,3,7,2,3,4,2,3,1,1,2,2,1,4,1,1,2,2,4,3,2,8,4,1
"568",14,2,4,2,61,0,1,2,2,2,3,6,6,6,7,3,6,3,2,6,1,2,2,2,3,4,3,5,5,1,4,3,5,1,8,1
"569",16,3,1,1,41,2,2,2,6,2,2,3,4,3,7,1,2,4,1,2,1,1,1,1,2,3,2,3,1,1,5,4,5,0,3,1
"570",12,3,5,1,74,2,1,1,8,2,8,2,3,3,7,2,5,1,2,4,1,1,1,1,2,4,2,3,4,3,3,5,5,3,3,1
"571",12,1,5,1,74,2,1,7,0,4,1,3,7,4,7,2,5,1,1,5,2,2,2,3,2,3,3,5,5,4,4,4,6,3,4,1
"572",15,3,5,2,74,2,1,1,1,3,1,5,7,7,7,2,5,1,1,3,3,3,1,3,1,2,2,4,2,5,5,5,6,0,0,1
"573",12,3,2,5,18,0,1,1,2,2,1,2,7,4,7,1,2,2,1,1,1,1,1,1,3,4,3,1,1,4,3,2,6,1,2,1
"574",14,1,1,3,49,2,2,2,0,3,1,1,5,5,5,1,1,2,2,2,2,1,1,2,2,4,1,5,1,1,3,5,6,0,0,1
"575",18,3,5,1,71,2,2,2,2,3,1,2,2,3,2,2,5,2,1,3,2,2,2,3,2,2,2,4,3,2,4,3,2,2,6,1
"576",12,2,1,1,35,0,1,1,2,1,3,3,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,5,5,6,1
"577",12,2,1,5,47,1,2,7,0,4,1,6,2,1,1,1,3,6,1,2,2,2,2,2,2,2,1,2,1,1,4,2,6,7,8,1
"578",19,3,1,1,85,2,1,4,3,2,4,4,6,6,7,1,1,5,1,3,1,1,1,2,1,2,2,5,5,2,3,3,6,4,5,1
"579",16,2,1,5,42,2,2,7,1,4,1,4,7,4,5,1,1,3,1,3,1,1,1,2,1,2,1,4,3,2,3,3,6,4,2,1
"580",12,3,1,3,53,2,2,1,4,3,3,6,6,5,7,1,1,3,2,1,1,1,1,1,1,3,1,5,4,1,3,2,6,5,5,1
"581",15,3,5,2,63,2,2,2,0,2,3,2,2,2,2,1,1,3,2,3,1,2,1,2,1,3,2,3,2,2,5,5,6,3,7,1
"582",16,3,7,1,41,2,2,7,3,3,3,5,5,5,7,2,5,4,2,2,2,2,2,3,1,4,1,4,3,2,3,4,6,5,6,1
"583",18,3,1,1,42,0,2,4,1,3,1,4,4,5,5,1,1,2,1,4,1,1,1,1,1,4,1,5,1,1,3,4,6,2,2,1
"584",18,2,1,5,29,0,1,4,0,3,3,3,5,4,5,1,2,5,1,2,1,1,3,3,1,3,2,1,1,2,3,3,5,5,3,1
"585",14,2,1,3,46,0,1,1,0,3,1,5,7,5,7,2,3,2,3,5,2,2,3,2,2,3,2,1,2,2,3,5,5,1,3,1
"586",12,1,8,3,38,3,1,7,0,4,1,7,7,7,7,1,5,6,1,5,1,1,1,1,1,1,1,1,1,2,1,3,6,1,0,1
"587",16,2,1,5,52,1,2,7,2,3,1,3,7,3,5,2,2,6,2,5,2,2,2,3,3,3,3,4,3,2,4,5,6,2,5,2
"588",12,3,2,5,42,2,2,7,0,4,1,5,7,7,6,1,1,6,1,1,2,2,2,2,2,3,3,5,3,3,3,2,6,3,2,1
"589",12,2,3,5,48,0,1,7,2,4,1,5,7,3,6,1,2,6,1,5,1,1,3,2,2,1,1,5,2,2,2,1,1,1,1,1
"590",13,2,1,3,52,1,2,2,0,3,1,5,6,3,7,1,1,6,2,3,1,1,2,2,2,3,2,5,2,2,3,4,6,0,0,1
"591",11,2,7,3,30,3,1,6,3,2,1,7,7,2,7,2,5,2,3,5,2,2,1,2,2,5,2,2,2,4,2,4,6,0,0,1
"592",18,3,1,5,32,0,2,2,2,2,6,2,4,2,5,2,2,5,2,3,2,2,1,3,2,4,2,5,3,3,2,4,6,2,7,1
"593",16,2,1,1,43,2,1,7,0,4,1,2,5,5,6,2,2,5,2,3,2,2,2,3,2,2,2,3,2,3,4,4,2,5,5,1
"594",18,3,1,2,61,2,2,6,1,4,1,2,7,5,5,1,1,2,1,4,2,2,2,1,1,2,2,4,3,1,4,4,3,5,7,1
"595",18,2,5,1,72,0,2,1,7,2,8,4,2,5,6,2,5,3,1,4,2,2,2,4,1,5,2,4,2,2,5,2,6,2,7,1
"596",18,1,2,3,57,2,2,7,0,4,1,2,5,4,7,2,1,2,1,4,1,1,1,3,2,5,2,5,3,3,5,5,6,5,10,1
"597",12,3,1,1,66,1,1,1,7,2,5,2,7,6,7,2,1,6,1,3,1,1,1,3,3,3,2,5,5,2,5,2,6,7,4,1
"598",14,1,1,1,49,0,2,7,3,4,4,3,7,3,5,1,2,6,1,3,1,1,2,1,1,3,1,3,1,1,4,3,4,3,6,1
"599",17,2,1,3,65,1,1,1,7,1,8,5,5,4,5,2,1,3,1,5,2,2,2,3,2,4,3,5,3,3,5,4,3,0,0,1
"600",20,3,1,1,30,0,1,1,2,3,2,6,7,5,5,2,2,6,3,3,2,2,2,2,2,4,2,3,4,4,5,4,6,2,3,1
"601",16,3,1,1,33,1,2,1,7,2,6,2,4,2,3,1,1,3,1,1,1,1,1,1,1,1,1,5,2,1,3,4,5,5,7,1
"602",12,3,7,1,66,3,2,1,8,1,7,2,2,4,7,2,5,2,2,3,2,2,2,2,3,4,2,5,5,2,4,5,6,0,7,1
"603",12,3,8,1,69,6,2,1,7,1,4,1,7,2,7,1,6,6,1,1,2,2,2,3,1,2,2,1,2,5,3,4,6,4,5,1
"604",14,2,5,1,82,3,1,1,8,2,7,5,7,6,7,4,5,6,1,4,3,3,1,3,4,5,3,5,5,3,5,5,6,0,2,1
"605",15,2,1,1,43,3,1,7,0,4,1,1,4,5,5,1,2,2,2,3,1,1,1,2,2,3,2,3,2,2,3,3,6,5,7,1
"606",13,2,1,3,46,6,1,7,1,1,1,1,7,6,6,2,3,6,3,3,2,2,4,5,3,3,1,5,5,3,5,5,6,0,5,1
"607",13,1,6,5,19,0,2,7,1,4,1,3,5,4,5,1,2,4,1,1,2,2,1,3,1,1,1,3,1,3,5,2,4,4,7,1
"608",16,3,5,1,84,2,1,1,8,1,9,3,2,2,7,3,2,5,1,4,2,2,1,5,4,5,1,5,5,5,4,4,3,0,0,1
"609",11,1,1,3,57,2,2,3,8,2,6,3,4,2,7,4,3,5,2,3,2,2,2,2,2,3,2,4,4,1,5,2,3,2,6,2
"610",14,4,7,1,40,1,2,1,5,2,2,2,7,5,5,2,5,2,1,3,1,1,1,1,1,2,1,3,2,2,3,5,6,5,10,1
"611",12,2,2,1,54,4,2,6,2,2,1,2,7,2,7,1,1,5,1,4,1,1,2,3,1,2,3,1,3,3,3,3,5,5,0,1
"612",12,3,1,5,19,0,1,7,3,4,1,4,7,5,7,1,3,6,1,2,2,2,2,2,2,4,2,1,2,3,3,3,5,3,5,1
"613",11,2,1,1,49,3,2,7,0,4,1,5,7,7,5,1,1,5,1,3,3,2,1,4,1,1,1,1,1,2,2,5,6,3,4,1
"614",17,3,1,1,46,1,1,7,0,2,1,2,2,4,3,2,4,5,2,4,1,1,1,2,3,3,2,4,2,2,4,5,5,5,7,1
"615",19,3,1,3,31,0,2,7,1,4,1,4,7,3,4,1,1,6,1,1,1,1,1,2,1,4,1,4,2,1,4,4,1,3,5,1
"616",14,3,2,5,58,8,2,3,2,1,4,2,7,5,7,5,4,3,5,4,3,3,1,2,5,5,3,5,3,5,4,4,4,0,0,2
"617",12,2,5,5,69,0,1,4,0,3,1,5,7,7,7,2,5,5,1,3,2,2,2,3,3,5,1,5,3,2,5,4,6,0,0,2
"618",19,3,5,1,63,0,1,2,5,2,6,3,5,3,6,3,2,6,2,2,1,1,1,1,3,3,1,5,3,1,5,5,6,3,4,1
"619",18,3,2,3,68,2,1,2,1,2,2,3,3,3,3,1,1,5,1,2,1,1,1,1,1,3,1,3,1,1,5,3,4,2,6,1
"620",13,1,8,4,56,3,1,1,0,2,2,1,4,4,7,2,5,1,1,4,1,1,1,2,1,1,3,5,2,1,4,3,4,3,1,1
"621",12,2,1,5,19,0,1,1,6,2,4,2,4,4,7,2,2,5,1,2,1,1,1,2,3,2,2,2,2,4,5,5,6,3,3,1
"622",12,2,1,3,57,2,1,2,0,3,2,2,3,3,5,2,4,2,1,3,3,2,3,2,2,3,2,4,3,2,4,4,6,3,1,3
"623",20,3,5,1,77,2,1,7,0,4,1,1,2,3,6,1,1,2,1,5,1,1,1,1,1,1,1,2,1,1,5,4,4,2,8,1
"624",19,3,5,1,62,2,2,4,7,1,4,4,3,4,6,1,5,5,1,3,1,1,1,2,2,2,2,1,3,2,5,2,6,0,4,1
"625",12,2,1,1,53,2,1,4,1,3,1,5,3,6,5,2,2,2,2,3,2,2,2,3,3,3,1,5,4,2,3,5,2,2,3,1
"626",20,3,5,3,70,2,2,7,0,4,1,2,3,2,4,2,5,6,2,4,2,2,1,2,2,3,2,5,3,2,5,4,3,3,10,1
"627",14,2,1,3,51,2,2,2,2,2,1,3,2,7,5,2,2,2,2,3,2,2,1,2,3,5,1,4,2,1,5,4,6,0,0,1
"628",14,2,1,5,23,0,2,1,0,2,4,3,2,3,5,1,1,2,2,2,2,2,2,3,2,2,1,4,2,2,4,4,5,4,4,1
"629",12,2,1,1,34,1,1,4,0,3,1,2,3,2,2,1,4,5,1,1,1,1,1,1,1,3,1,4,1,2,4,3,6,3,0,1
"630",11,2,1,1,51,2,1,1,0,3,2,2,5,5,7,1,1,5,2,2,1,1,2,2,1,2,2,4,3,3,4,4,2,0,3,1
"631",12,3,1,1,58,2,2,1,8,2,4,3,5,3,7,4,1,2,1,3,1,1,1,2,2,5,2,4,5,2,4,3,6,5,0,1
"632",14,4,1,5,30,0,2,4,6,3,7,4,4,5,4,2,4,4,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,5,5
"633",14,3,8,1,59,1,2,6,0,4,1,5,7,7,5,1,2,6,1,3,2,2,1,3,1,1,1,5,2,3,3,3,6,3,2,4
"634",12,2,4,3,42,5,2,7,0,4,1,6,5,3,6,1,1,2,1,5,1,1,1,3,3,4,2,5,1,1,4,5,6,8,5,2
"635",15,2,6,1,27,1,1,6,2,3,4,1,4,2,5,1,1,3,1,1,1,1,2,2,1,4,1,1,1,1,3,3,3,0,9,4
"636",13,2,1,4,60,2,2,1,7,1,3,4,7,4,7,2,1,2,3,5,2,2,2,2,3,3,2,5,3,3,3,4,6,2,2,5
"637",12,2,1,1,48,4,2,4,5,2,3,4,7,4,7,2,2,2,1,3,3,3,3,2,2,3,1,5,3,2,3,1,5,0,5,4
"638",17,3,5,1,64,0,1,4,4,2,3,3,2,5,7,2,1,2,1,3,3,2,3,2,3,4,2,3,4,3,4,3,3,6,7,4
"639",16,3,1,5,69,0,2,4,3,3,2,1,4,3,6,1,2,5,2,4,2,2,2,3,3,3,3,3,3,2,4,2,6,3,0,4
"640",13,3,1,3,63,2,1,3,2,2,2,5,3,4,3,1,1,4,1,2,2,2,1,3,2,3,1,3,1,1,3,3,2,5,4,2
"641",16,2,1,5,30,0,2,1,7,2,6,2,7,4,6,1,1,6,1,2,1,1,1,1,1,3,2,4,2,1,3,3,6,0,0,4
"642",16,1,4,5,37,0,1,1,6,3,6,1,2,5,5,2,2,2,2,3,1,1,2,1,2,2,2,2,2,2,3,4,4,5,4,1
"643",15,2,6,5,21,0,1,2,2,3,2,4,2,2,2,1,1,3,2,3,1,1,1,2,1,3,2,2,1,2,2,3,4,3,0,1
"644",14,2,3,1,24,0,2,1,6,2,5,1,7,3,5,1,1,6,1,2,1,1,2,2,1,1,1,5,2,2,4,4,6,2,4,1
"645",14,2,2,5,24,0,2,1,7,2,3,2,7,5,4,3,1,2,2,1,1,1,1,1,1,2,1,5,2,2,2,2,5,3,2,2
"646",13,3,1,1,46,4,1,7,1,3,1,5,3,2,3,1,1,4,2,2,2,2,2,2,1,4,1,4,3,1,4,3,6,1,3,2
"647",18,3,1,1,54,2,2,3,5,3,3,1,5,5,7,1,1,6,1,3,1,1,1,2,2,3,1,5,4,2,4,5,5,2,7,2
"648",12,3,2,1,52,5,2,1,5,2,4,5,7,3,7,2,5,2,1,3,1,1,2,2,4,2,1,5,3,1,5,2,3,4,4,1
"649",16,3,2,5,63,0,1,3,5,2,6,4,7,3,7,2,5,2,1,5,1,1,1,1,1,1,1,4,1,1,5,3,2,0,0,2
"650",17,3,5,5,47,1,1,3,3,2,3,2,2,3,4,4,3,2,2,5,2,2,1,2,2,3,2,4,2,2,5,4,6,1,5,2
"651",11,2,1,5,41,1,1,1,4,2,7,1,7,3,7,2,3,6,2,4,3,2,1,3,1,3,2,2,1,2,4,5,3,2,2,1
"652",18,3,1,3,70,3,2,2,7,1,9,2,4,5,6,1,1,5,1,5,1,1,1,2,1,1,1,5,3,1,5,4,5,1,5,1
"653",16,1,6,1,39,3,2,7,0,3,2,2,7,7,7,6,3,5,1,3,1,1,1,1,1,1,1,4,3,1,1,3,6,2,5,5
"654",13,2,1,3,65,2,2,4,8,1,10,2,2,3,4,1,1,6,1,1,2,2,2,3,1,3,1,5,4,3,2,4,6,9,10,6
"655",20,2,1,1,42,1,1,7,0,4,1,2,7,4,6,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,4,7,1
"656",18,3,5,1,68,1,1,4,4,3,2,5,7,4,6,2,5,6,1,5,2,1,2,3,2,4,1,3,3,1,5,2,3,6,6,1
"657",14,3,1,1,64,2,1,1,5,2,6,2,4,5,7,2,2,5,2,2,1,1,1,1,2,3,1,4,4,1,4,4,5,2,7,1
"658",12,3,5,5,38,0,1,1,7,2,1,6,4,7,3,2,5,6,2,4,2,2,1,2,3,5,2,5,4,4,5,5,4,0,3,1
"659",13,2,7,1,55,4,2,6,3,3,1,1,1,1,3,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,4,5,3,2,5,1
"660",12,2,7,1,39,4,2,1,7,2,8,5,3,3,7,2,5,2,1,3,1,1,1,2,3,3,1,5,2,2,4,5,6,2,6,1
"661",13,1,5,1,60,2,1,4,0,2,1,4,7,7,4,1,5,5,1,5,4,3,3,5,2,3,3,5,5,5,4,4,1,0,0,6
"662",16,2,1,3,34,6,2,6,0,1,1,2,7,7,7,1,1,6,1,5,1,1,1,2,3,3,2,5,3,3,5,4,6,0,0,6
"663",12,3,1,5,26,0,1,7,0,3,1,2,4,3,7,1,2,6,1,3,1,1,1,1,1,5,2,2,3,3,4,3,1,0,0,1
"664",12,1,4,5,65,2,2,1,6,1,1,3,7,7,7,1,5,6,1,3,1,2,2,4,1,3,3,5,1,5,2,4,6,5,0,1
"665",12,2,4,5,19,0,2,3,4,3,1,1,1,2,5,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,5,5,5,0,0,2
"666",14,3,4,1,56,2,1,7,0,4,1,1,2,4,7,1,1,6,1,3,1,1,1,2,1,5,2,5,5,1,5,4,6,2,3,1
"667",12,2,2,5,27,3,2,1,7,2,3,2,7,3,3,1,2,5,1,2,1,1,1,1,1,1,1,3,2,2,4,3,5,2,0,2
"668",12,2,1,5,36,0,1,7,0,4,1,4,7,5,7,1,1,6,1,4,1,1,1,1,1,1,1,1,1,1,4,5,6,7,7,5
"669",14,3,1,3,57,2,2,2,0,2,1,4,7,3,2,2,1,6,3,4,3,2,1,3,3,4,3,5,2,2,5,4,6,0,10,1
"670",12,2,1,4,60,3,2,7,1,3,1,6,7,6,7,1,2,1,1,2,4,3,3,2,2,2,1,3,3,1,1,2,6,0,2,1
"671",14,3,1,2,45,0,1,7,0,4,1,3,2,2,6,2,2,6,2,2,1,1,1,1,1,1,1,4,1,1,1,3,6,5,5,4
"672",16,2,1,3,53,2,1,7,2,4,3,5,7,5,7,1,1,3,3,5,1,1,1,3,1,1,1,5,5,1,5,5,6,0,5,1
"673",16,2,1,4,35,3,2,7,0,4,1,7,3,2,7,2,1,2,2,4,1,1,1,1,1,3,1,3,3,3,3,3,3,0,0,1
"674",18,3,1,1,48,0,2,7,0,4,1,4,4,2,2,1,1,5,1,1,1,2,1,2,1,1,2,5,3,3,4,4,5,3,2,1
"675",13,1,2,5,43,1,2,7,5,4,1,1,2,4,5,2,5,6,1,3,1,1,1,2,1,2,2,3,2,2,4,4,6,7,6,1
"676",14,3,7,1,29,2,2,4,7,1,3,1,2,4,6,1,5,2,1,5,1,1,1,1,1,1,1,5,2,2,4,5,4,3,0,1
"677",17,3,3,1,48,3,2,4,5,2,4,3,7,5,4,2,2,2,2,3,1,1,2,2,3,3,2,5,3,2,3,3,6,4,5,1
"678",13,1,2,5,23,0,1,6,0,4,1,6,6,6,1,1,3,6,1,3,1,1,1,1,1,1,1,1,1,1,1,3,4,5,0,6
"679",14,2,1,4,48,8,2,7,0,4,1,3,7,5,6,1,1,5,1,1,1,1,1,2,1,1,1,2,1,1,3,3,6,5,5,1
"680",12,2,1,3,27,0,1,7,1,4,1,3,3,5,6,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,5,0,1
"681",16,2,1,3,63,3,2,6,4,2,4,1,7,1,7,2,1,5,1,5,2,2,1,3,1,2,2,2,2,3,3,2,2,2,6,1
"682",16,2,5,2,72,2,1,3,4,2,4,1,2,7,7,1,5,2,1,5,2,2,1,3,2,2,2,5,2,5,4,4,6,1,5,2
"683",11,1,1,5,34,4,1,7,0,4,1,2,2,2,2,1,1,6,1,3,1,1,1,2,1,3,1,1,2,1,3,3,6,5,5,1
"684",14,3,1,1,19,6,1,6,8,1,7,4,7,6,7,2,1,4,1,3,1,1,1,1,1,1,1,2,1,2,5,2,5,5,8,2
"685",12,2,1,5,33,2,2,7,1,3,2,2,7,1,7,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,3,2
"686",14,2,1,1,51,1,2,2,1,3,1,3,5,5,5,2,2,4,2,3,3,2,2,2,4,3,3,5,5,3,5,4,6,0,6,1
"687",14,3,5,3,75,2,1,2,0,3,1,3,6,5,5,5,5,6,4,5,3,2,2,4,1,4,2,5,1,2,4,5,6,4,6,1
"688",14,2,5,2,74,2,1,4,3,3,1,3,2,5,4,4,5,6,1,5,4,3,4,5,3,3,3,5,4,3,4,4,6,3,5,1
"689",15,2,1,5,41,0,1,7,0,4,1,5,7,3,7,1,1,6,1,4,1,1,1,1,1,3,1,4,1,1,5,2,3,1,6,1
"690",12,2,5,2,68,5,2,4,7,2,4,3,6,5,3,1,5,4,1,4,2,2,3,2,1,2,1,5,3,2,5,5,4,0,7,1
"691",12,2,2,1,60,3,1,2,7,2,5,3,4,4,4,2,5,2,1,5,3,2,2,4,2,4,2,5,5,4,5,3,6,2,9,1
"692",12,3,7,1,55,2,2,1,7,2,6,2,3,5,6,2,5,3,2,4,3,2,2,3,2,3,3,4,5,1,4,2,5,5,8,1
"693",14,3,7,1,68,2,2,1,3,2,4,4,3,3,4,2,5,2,2,3,2,2,1,3,3,5,2,5,3,3,5,5,6,5,7,1
"694",20,3,1,1,42,5,1,1,6,1,4,4,2,5,7,1,1,4,1,2,2,2,2,3,3,4,1,5,3,1,5,5,4,4,7,1
"695",8,1,5,3,63,3,1,3,3,2,8,7,2,4,6,5,5,4,3,5,3,3,3,5,5,3,3,5,3,5,5,2,5,0,0,1
"696",12,2,1,5,26,1,2,3,3,3,1,1,7,3,5,1,2,6,1,2,1,1,3,1,1,2,2,5,1,2,5,5,6,0,7,2
"697",14,2,1,1,40,2,2,4,7,3,3,2,4,2,3,1,1,3,2,3,5,2,2,2,1,2,1,5,1,1,5,5,6,0,3,1
"698",20,3,5,1,82,5,1,4,1,3,2,4,4,4,5,1,5,5,1,3,1,1,1,1,1,3,1,3,3,1,3,4,4,3,8,1
"699",19,4,2,1,54,2,1,1,4,2,4,2,3,5,4,2,3,6,2,2,1,1,1,1,2,1,1,5,1,1,3,4,6,7,7,1
"700",16,3,1,1,74,0,1,7,0,4,1,5,5,6,6,2,2,6,2,4,3,3,2,3,4,4,3,5,3,3,5,5,4,1,5,1
"701",10,3,4,5,32,0,2,7,5,1,1,1,4,2,5,1,5,1,1,3,2,2,2,3,1,4,1,5,1,3,4,1,3,0,0,2
"702",18,4,5,1,78,2,1,2,5,2,6,3,3,3,2,2,4,3,2,3,1,1,1,1,1,1,1,5,3,2,3,2,3,5,5,1
"703",12,2,1,5,27,0,1,7,0,4,5,3,3,2,5,2,4,4,1,4,1,1,1,2,2,4,1,2,2,2,3,4,4,0,3,2
"704",10,2,8,3,65,1,1,3,0,3,1,1,7,4,7,6,5,6,1,5,1,1,1,1,4,5,5,5,5,1,2,4,6,10,0,2
"705",16,1,7,1,33,0,2,4,7,1,1,7,5,5,7,1,1,6,1,1,1,1,1,2,1,3,1,1,1,2,2,4,6,6,9,4
"706",12,2,5,5,63,0,1,2,3,3,3,3,5,4,5,2,4,3,3,4,2,2,3,3,3,5,3,5,3,4,5,4,4,2,3,1
"707",13,3,5,1,71,0,2,2,0,2,1,4,6,3,7,2,5,6,3,4,2,2,1,2,3,3,2,5,5,3,2,4,6,5,8,1
"708",12,2,1,1,55,2,1,3,6,2,7,1,6,3,3,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,4,2
"709",16,4,1,5,28,0,1,4,0,4,1,5,6,4,4,2,2,2,2,2,1,1,1,1,1,4,1,5,2,2,5,2,6,0,10,1
"710",17,3,1,2,76,3,1,4,6,2,4,3,5,5,5,1,1,6,1,1,1,1,1,1,1,1,1,4,1,1,4,1,6,1,4,1
"711",14,4,2,1,67,3,2,1,5,2,1,4,2,4,2,2,5,6,2,5,1,1,1,2,2,2,1,3,2,1,4,5,5,5,7,1
"712",12,3,1,1,23,0,1,4,5,4,1,3,7,3,4,2,4,5,2,2,1,1,1,2,1,1,1,1,1,1,3,4,6,0,5,1
"713",12,1,8,3,44,3,2,1,5,2,4,1,5,5,5,2,5,5,1,4,3,2,4,4,3,3,3,3,2,2,2,3,2,0,0,1
"714",13,2,2,5,29,2,2,2,3,2,1,2,7,4,5,2,2,2,2,2,1,2,1,2,1,2,2,5,2,2,4,4,6,0,0,1
"715",16,3,2,1,58,2,1,1,3,1,4,2,4,2,7,1,1,6,1,5,1,1,1,1,1,2,1,5,5,2,4,2,6,0,0,6
